669098.14, +19.69, 12540.83, 12567.50, 12494.96, 12509.60, 12476.14, 12521.55
669108.25, +19.75, 12540.83, 12568.45, 12498.14, 12512.79, 12477.08, 12523.79
669118.35, +19.69, 12541.78, 12571.66, 12502.28, 12513.73, 12478.03, 12522.49
669128.45, +19.69, 12544.98, 12570.34, 12500.98, 12516.92, 12481.20, 12525.69
669138.55, +19.69, 12544.98, 12572.60, 12505.46, 12516.92, 12483.44, 12528.88
669148.65, +19.69, 12549.13, 12575.81, 12506.41, 12518.82, 12484.38, 12529.82
669158.75, +19.69, 12551.38, 12576.76, 12509.60, 12522.01, 12485.32, 12533.02
669168.86, +19.69, 12552.33, 12579.97, 12510.54, 12524.26, 12488.51, 12536.21
669178.96, +19.63, 12555.53, 12580.92, 12511.49, 12525.20, 12489.45, 12537.16
669189.06, +19.63, 12558.73, 12583.18, 12514.68, 12526.15, 12491.68, 12537.16
669199.17, +19.69, 12557.43, 12581.87, 12517.87, 12529.34, 12492.63, 12538.11
669209.27, +19.63, 12560.63, 12585.08, 12518.82, 12530.29, 12494.52, 12541.30
669219.37, +19.63, 12561.58, 12588.29, 12519.76, 12531.24, 12496.76, 12542.25
669229.47, +19.63, 12563.84, 12589.24, 12522.01, 12535.74, 12497.70, 12544.50
669239.57, +19.69, 12564.79, 12592.45, 12525.20, 12537.63, 12500.88, 12546.40
669249.68, +19.69, 12568.94, 12592.45, 12524.85, 12537.63, 12500.88, 12547.34
669259.78, +19.63, 12568.94, 12595.66, 12527.10, 12540.83, 12505.01, 12549.59
669269.88, +19.69, 12572.15, 12596.61, 12528.04, 12541.78, 12508.20, 12552.79
669279.98, +19.63, 12573.10, 12597.56, 12528.99, 12542.73, 12505.96, 12556.00
669290.08, +19.63, 12576.31, 12598.51, 12534.43, 12545.92, 12510.09, 12556.94
669300.19, +19.69, 12577.26, 12601.73, 12535.38, 12546.87, 12510.09, 12557.89
669310.29, +19.63, 12580.47, 12603.99, 12535.38, 12550.07, 12513.28, 12557.89
669320.39, +19.63, 12578.21, 12604.94, 12538.58, 12550.07, 12514.22, 12558.84
669330.49, +19.63, 12581.42, 12608.16, 12539.53, 12551.97, 12517.41, 12562.04
669340.60, +19.63, 12582.37, 12605.89, 12542.73, 12554.22, 12517.41, 12565.24
669350.70, +19.63, 12584.63, 12609.11, 12543.67, 12555.17, 12520.60, 12565.24
669360.80, +19.63, 12585.58, 12610.06, 12546.87, 12556.12, 12521.55, 12569.40
669370.90, +19.56, 12588.80, 12613.28, 12547.82, 12559.32, 12522.49, 12570.34
669381.00, +19.63, 12589.75, 12611.96, 12547.82, 12559.32, 12522.49, 12570.34
669391.10, +19.56, 12592.96, 12617.45, 12551.02, 12562.53, 12527.93, 12573.55
669401.20, +19.63, 12593.91, 12617.45, 12551.97, 12563.48, 12528.88, 12574.50
669411.30, +19.63, 12596.18, 12618.40, 12552.92, 12566.69, 12529.82, 12575.45
669421.41, +19.56, 12597.13, 12621.62, 12556.12, 12566.69, 12530.77, 12575.45
669431.51, +19.56, 12598.08, 12621.62, 12557.07, 12570.84, 12533.02, 12578.66
669441.61, +19.63, 12599.03, 12622.57, 12559.32, 12570.84, 12533.96, 12578.66
669451.71, +19.63, 12601.30, 12623.53, 12558.02, 12571.79, 12534.91, 12581.87
669461.82, +19.63, 12602.25, 12628.07, 12561.22, 12571.79, 12538.11, 12582.82
669471.92, +19.63, 12602.25, 12626.75, 12564.43, 12575.00, 12538.11, 12583.76
669482.02, +19.63, 12605.47, 12627.70, 12566.69, 12575.95, 12541.30, 12586.02
669492.12, +19.63, 12606.42, 12629.97, 12565.37, 12579.16, 12542.25, 12589.24
